linha	categoria_historica	pred_naive_bayes	conf_naive_bayes	acerto_naive_bayes	pred_regressao_logistica	conf_regressao_logistica	acerto_regressao_logistica	pred_linear_svc	conf_linear_svc	acerto_linear_svc	pred_sgd	conf_sgd	acerto_sgd	pred_extra_trees	conf_extra_trees	acerto_extra_trees	pred_random_forest	conf_random_forest	acerto_random_forest	pred_lstm	conf_lstm	acerto_lstm
11863	Estrutura Predial > Esquadrias, porta, portão e janelas	Estrutura Predial > Esquadrias, porta, portão e janelas	0.4723	1	Estrutura Predial > Esquadrias, porta, portão e janelas	0.3415	1	Estrutura Predial > Esquadrias, porta, portão e janelas	0.0689	1	Estrutura Predial > Esquadrias, porta, portão e janelas	0.2973	1	Estrutura Predial > Esquadrias, porta, portão e janelas	0.575	1	Estrutura Predial > Esquadrias, porta, portão e janelas	0.475	1	Estrutura Predial > Esquadrias, porta, portão e janelas	0.9685	1
11864	Outros > Erro de chamado	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.4695	0	Outros > Erro de chamado	0.2684	1	Outros > Erro de chamado	0.0544	1	Outros > Erro de chamado	0.1915	1	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.32	0	Outros > Erro de chamado	0.405	1	Outros > Erro de chamado	0.2886	1
11865	Hidrossanitária > Hidráulica	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.3594	0	Área Externa e Ambiental > Manutenção área externa / meio ambiente	0.1334	0	Hidrossanitária > Hidráulica	0.0348	1	Área Externa e Ambiental > Manutenção área externa / meio ambiente	0.1301	0	Hidrossanitária > Hidráulica	0.27	1	Hidrossanitária > Hidráulica	0.26	1	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.1971	0
11866	Manutenção Preventiva > Reservatório	Manutenção Preventiva > Reservatório	0.9999	1	Manutenção Preventiva > Reservatório	0.8272	1	Manutenção Preventiva > Reservatório	0.1116	1	Manutenção Preventiva > Reservatório	0.6906	1	Manutenção Preventiva > Reservatório	1.0	1	Manutenção Preventiva > Reservatório	1.0	1	Manutenção Preventiva > Reservatório	0.9492	1
11867	Manutenção Preventiva > Reservatório	Manutenção Preventiva > Reservatório	0.9999	1	Manutenção Preventiva > Reservatório	0.8407	1	Manutenção Preventiva > Reservatório	0.1172	1	Manutenção Preventiva > Reservatório	0.7099	1	Manutenção Preventiva > Reservatório	1.0	1	Manutenção Preventiva > Reservatório	1.0	1	Manutenção Preventiva > Reservatório	0.8751	1
11868	Manutenção Preventiva > Reservatório	Manutenção Preventiva > Reservatório	0.9997	1	Manutenção Preventiva > Reservatório	0.7033	1	Manutenção Preventiva > Reservatório	0.1025	1	Manutenção Preventiva > Reservatório	0.6481	1	Manutenção Preventiva > Reservatório	1.0	1	Manutenção Preventiva > Reservatório	1.0	1	Manutenção Preventiva > Reservatório	0.5265	1
11869	Manutenção Preventiva > Reservatório	Manutenção Preventiva > Reservatório	0.9999	1	Manutenção Preventiva > Reservatório	0.8042	1	Manutenção Preventiva > Reservatório	0.0995	1	Manutenção Preventiva > Reservatório	0.6746	1	Manutenção Preventiva > Reservatório	1.0	1	Manutenção Preventiva > Reservatório	1.0	1	Manutenção Preventiva > Reservatório	0.519	1
11870	Manutenção Preventiva > Reservatório	Manutenção Preventiva > Reservatório	0.9998	1	Manutenção Preventiva > Reservatório	0.8023	1	Manutenção Preventiva > Reservatório	0.1144	1	Manutenção Preventiva > Reservatório	0.6924	1	Manutenção Preventiva > Reservatório	1.0	1	Manutenção Preventiva > Reservatório	1.0	1	Manutenção Preventiva > Reservatório	0.9073	1
11871	Manutenção Preventiva > Reservatório	Manutenção Preventiva > Reservatório	0.9998	1	Manutenção Preventiva > Reservatório	0.8023	1	Manutenção Preventiva > Reservatório	0.1144	1	Manutenção Preventiva > Reservatório	0.6924	1	Manutenção Preventiva > Reservatório	1.0	1	Manutenção Preventiva > Reservatório	1.0	1	Manutenção Preventiva > Reservatório	0.8686	1
11872	Manutenção Preventiva > Reservatório	Manutenção Preventiva > Reservatório	0.9999	1	Manutenção Preventiva > Reservatório	0.8398	1	Manutenção Preventiva > Reservatório	0.1165	1	Manutenção Preventiva > Reservatório	0.6954	1	Manutenção Preventiva > Reservatório	1.0	1	Manutenção Preventiva > Reservatório	1.0	1	Manutenção Preventiva > Reservatório	0.8686	1
11873	Outros > Erro de chamado	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.3302	0	Outros > Erro de chamado	0.1453	1	Outros > Erro de chamado	0.0408	1	Outros > Erro de chamado	0.1128	1	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.41	0	Outros > Erro de chamado	0.265	1	Outros > Erro de chamado	0.1835	1
11874	Outros > Erro de chamado	Estrutura Predial > Esquadrias, porta, portão e janelas	0.6638	0	Estrutura Predial > Esquadrias, porta, portão e janelas	0.3737	0	Estrutura Predial > Esquadrias, porta, portão e janelas	0.0743	0	Estrutura Predial > Esquadrias, porta, portão e janelas	0.3399	0	Estrutura Predial > Esquadrias, porta, portão e janelas	0.695	0	Estrutura Predial > Esquadrias, porta, portão e janelas	0.72	0	Estrutura Predial > Esquadrias, porta, portão e janelas	0.8575	0
11875	Hidrossanitária > Hidráulica	Hidrossanitária > Hidráulica	0.9782	1	Hidrossanitária > Hidráulica	0.5559	1	Hidrossanitária > Hidráulica	0.1136	1	Hidrossanitária > Hidráulica	0.5017	1	Hidrossanitária > Hidráulica	0.825	1	Hidrossanitária > Hidráulica	0.7	1	Hidrossanitária > Hidráulica	0.7755	1
11876	Estrutura Predial > Esquadrias, porta, portão e janelas	Estrutura Predial > Esquadrias, porta, portão e janelas	0.5818	1	Estrutura Predial > Esquadrias, porta, portão e janelas	0.3506	1	Estrutura Predial > Esquadrias, porta, portão e janelas	0.0733	1	Estrutura Predial > Esquadrias, porta, portão e janelas	0.2861	1	Estrutura Predial > Esquadrias, porta, portão e janelas	0.855	1	Estrutura Predial > Esquadrias, porta, portão e janelas	0.735	1	Estrutura Predial > Esquadrias, porta, portão e janelas	0.5463	1
11877	Climatização > Ar condicionado	Climatização > Ar condicionado	0.8999	1	Climatização > Ar condicionado	0.5115	1	Climatização > Ar condicionado	0.1281	1	Climatização > Ar condicionado	0.4653	1	Climatização > Ar condicionado	0.97	1	Climatização > Ar condicionado	0.905	1	Climatização > Ar condicionado	0.848	1
11878	Outros > Erro de chamado	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.4739	0	Outros > Erro de chamado	0.2048	1	Outros > Erro de chamado	0.0392	1	Outros > Erro de chamado	0.1538	1	Outros > Erro de chamado	0.37	1	Outros > Erro de chamado	0.405	1	Elétrica > Iluminação	0.2874	0
11879	Climatização > Ar condicionado	Climatização > Ar condicionado	0.7772	1	Climatização > Ar condicionado	0.0668	1	Climatização > Ar condicionado	0.0313	1	Climatização > Ar condicionado	0.0727	1	Climatização > Ar condicionado	0.4	1	Climatização > Ar condicionado	0.2	1	Climatização > Ar condicionado	0.8854	1
11880	Outros > Erro de chamado	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.3188	0	Outros > Erro de chamado	0.1267	1	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.0279	0	Outros > Erro de chamado	0.0992	1	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.37	0	Outros > Erro de chamado	0.3	1	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.2033	0
11881	Área Externa e Ambiental > Poda de Árvore / Roçagem	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.2907	0	Área Externa e Ambiental > Manutenção área externa / meio ambiente	0.1486	0	Área Externa e Ambiental > Manutenção área externa / meio ambiente	0.0396	0	Área Externa e Ambiental > Manutenção área externa / meio ambiente	0.1709	0	Área Externa e Ambiental > Manutenção área externa / meio ambiente	0.365	0	Área Externa e Ambiental > Manutenção área externa / meio ambiente	0.375	0	Área Externa e Ambiental > Manutenção área externa / meio ambiente	0.3315	0
11882	Hidrossanitária > Hidráulica	Hidrossanitária > Hidráulica	0.9265	1	Hidrossanitária > Hidráulica	0.4158	1	Hidrossanitária > Hidráulica	0.1425	1	Hidrossanitária > Hidráulica	0.3731	1	Hidrossanitária > Hidráulica	0.73	1	Hidrossanitária > Hidráulica	0.38	1	Hidrossanitária > Hidráulica	0.6859	1
11883	Estrutura Predial > Alvenaria / Pisos / Estrutura	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.6633	1	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.1011	1	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.0508	1	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.0951	1	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.42	1	Outros > Erro de chamado	0.285	0	Projetos e Reformas > Projeto	0.2054	0
11884	Hidrossanitária > Hidráulica	Hidrossanitária > Hidráulica	0.9663	1	Hidrossanitária > Hidráulica	0.5901	1	Hidrossanitária > Hidráulica	0.0782	1	Hidrossanitária > Hidráulica	0.5128	1	Hidrossanitária > Hidráulica	0.78	1	Hidrossanitária > Hidráulica	0.655	1	Hidrossanitária > Hidráulica	0.7906	1
11885	Hidrossanitária > Hidráulica	Hidrossanitária > Hidráulica	0.9418	1	Hidrossanitária > Hidráulica	0.3065	1	Hidrossanitária > Hidráulica	0.0831	1	Hidrossanitária > Hidráulica	0.3362	1	Hidrossanitária > Hidráulica	0.66	1	Hidrossanitária > Hidráulica	0.47	1	Hidrossanitária > Hidráulica	0.5523	1
11886	Elétrica > Instalações elétricas	Elétrica > Instalações elétricas	0.6627	1	Elétrica > Instalações elétricas	0.4259	1	Elétrica > Instalações elétricas	0.1015	1	Elétrica > Instalações elétricas	0.3057	1	Elétrica > Instalações elétricas	0.99	1	Elétrica > Instalações elétricas	0.755	1	Elétrica > Instalações elétricas	0.4907	1
11887	Estrutura Predial > Esquadrias, porta, portão e janelas	Estrutura Predial > Esquadrias, porta, portão e janelas	0.5308	1	Estrutura Predial > Esquadrias, porta, portão e janelas	0.1409	1	Estrutura Predial > Esquadrias, porta, portão e janelas	0.0901	1	Estrutura Predial > Esquadrias, porta, portão e janelas	0.1222	1	Estrutura Predial > Esquadrias, porta, portão e janelas	0.375	1	Estrutura Predial > Esquadrias, porta, portão e janelas	0.27	1	Estrutura Predial > Esquadrias, porta, portão e janelas	0.2843	1
11888	Elétrica > Iluminação	Elétrica > Iluminação	0.4511	1	Elétrica > Iluminação	0.2799	1	Elétrica > Iluminação	0.0676	1	Elétrica > Iluminação	0.2383	1	Elétrica > Iluminação	0.805	1	Elétrica > Iluminação	0.69	1	Elétrica > Iluminação	0.8199	1
11889	Estrutura Predial > Esquadrias, porta, portão e janelas	Estrutura Predial > Esquadrias, porta, portão e janelas	0.3828	1	Estrutura Predial > Esquadrias, porta, portão e janelas	0.1267	1	Estrutura Predial > Esquadrias, porta, portão e janelas	0.0483	1	Estrutura Predial > Esquadrias, porta, portão e janelas	0.1114	1	Hidrossanitária > Hidráulica	0.395	0	Hidrossanitária > Hidráulica	0.275	0	Hidrossanitária > Hidráulica	0.2706	0
11890	Estrutura Predial > Alvenaria / Pisos / Estrutura	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.3765	1	Estrutura Predial > Pintura	0.1244	0	Estrutura Predial > Esquadrias, porta, portão e janelas	0.0316	0	Estrutura Predial > Pintura	0.1084	0	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.3	1	Estrutura Predial > Pintura	0.45	0	Outros > Erro de chamado	0.3363	0
11891	Estrutura Predial > Alvenaria / Pisos / Estrutura	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.3615	1	Estrutura Predial > Esquadrias, porta, portão e janelas	0.1447	0	Estrutura Predial > Esquadrias, porta, portão e janelas	0.0545	0	Estrutura Predial > Esquadrias, porta, portão e janelas	0.1406	0	Estrutura Predial > Esquadrias, porta, portão e janelas	0.39	0	Estrutura Predial > Esquadrias, porta, portão e janelas	0.35	0	Projetos e Reformas > Reforma	0.3381	0
11892	Instalação de Acessórios e Mobiliário > Instalação/reparo de equipamentos (Suportes de TV, acessórios de banheiro e quadro branco)	Climatização > Ar condicionado	0.2629	0	Instalação de Acessórios e Mobiliário > Instalação/reparo de equipamentos (Suportes de TV, acessórios de banheiro e quadro branco)	0.1688	1	Instalação de Acessórios e Mobiliário > Instalação/reparo de equipamentos (Suportes de TV, acessórios de banheiro e quadro branco)	0.0475	1	Instalação de Acessórios e Mobiliário > Instalação/reparo de equipamentos (Suportes de TV, acessórios de banheiro e quadro branco)	0.1216	1	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.42	0	Instalação de Acessórios e Mobiliário > Instalação/reparo de equipamentos (Suportes de TV, acessórios de banheiro e quadro branco)	0.2	1	Manutenção Preventiva > Hidráulica	0.2817	0
11893	Climatização > Ar condicionado	Climatização > Ar condicionado	0.9806	1	Climatização > Ar condicionado	0.7797	1	Climatização > Ar condicionado	0.1863	1	Climatização > Ar condicionado	0.7059	1	Climatização > Ar condicionado	0.92	1	Climatização > Ar condicionado	0.7206	1	Climatização > Ar condicionado	0.9345	1
11894	Climatização > Ar condicionado	Climatização > Ar condicionado	0.9989	1	Climatização > Ar condicionado	0.8054	1	Climatização > Ar condicionado	0.1389	1	Climatização > Ar condicionado	0.749	1	Climatização > Ar condicionado	0.99	1	Climatização > Ar condicionado	0.96	1	Climatização > Ar condicionado	0.9701	1
11895	TI / Dados / Rede > Ponto de rede / fibra ótica / Wi-fi	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.4988	0	Elétrica > Instalações elétricas	0.0829	0	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.0357	0	Elétrica > Instalações elétricas	0.0731	0	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.315	0	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.16	0	TI / Dados / Rede > Ponto de rede / fibra ótica / Wi-fi	0.6214	1
11896	Hidrossanitária > Hidráulica	Hidrossanitária > Hidráulica	0.9708	1	Hidrossanitária > Hidráulica	0.4631	1	Hidrossanitária > Hidráulica	0.1009	1	Hidrossanitária > Hidráulica	0.4133	1	Hidrossanitária > Hidráulica	0.62	1	Hidrossanitária > Hidráulica	0.415	1	Hidrossanitária > Hidráulica	0.7822	1
11897	Hidrossanitária > Hidráulica	Hidrossanitária > Hidráulica	0.9629	1	Hidrossanitária > Hidráulica	0.4938	1	Hidrossanitária > Hidráulica	0.0864	1	Hidrossanitária > Hidráulica	0.4748	1	Hidrossanitária > Hidráulica	0.855	1	Hidrossanitária > Hidráulica	0.56	1	Hidrossanitária > Hidráulica	0.8615	1
11898	Estrutura Predial > Forro	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.5123	0	Estrutura Predial > Telhados, calhas, rufos, etc.	0.2846	0	Estrutura Predial > Telhados, calhas, rufos, etc.	0.0578	0	Estrutura Predial > Telhados, calhas, rufos, etc.	0.2562	0	Estrutura Predial > Telhados, calhas, rufos, etc.	0.31	0	Estrutura Predial > Telhados, calhas, rufos, etc.	0.4	0	Estrutura Predial > Infiltração	0.3582	0
11899	Instalação de Acessórios e Mobiliário > Instalação/reparo de equipamentos (Suportes de TV, acessórios de banheiro e quadro branco)	Hidrossanitária > Hidráulica	0.5312	0	Instalação de Acessórios e Mobiliário > Instalação/reparo de equipamentos (Suportes de TV, acessórios de banheiro e quadro branco)	0.3791	1	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.0351	0	Instalação de Acessórios e Mobiliário > Instalação/reparo de equipamentos (Suportes de TV, acessórios de banheiro e quadro branco)	0.2243	1	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.4	0	Instalação de Acessórios e Mobiliário > Instalação/reparo de equipamentos (Suportes de TV, acessórios de banheiro e quadro branco)	0.3875	1	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.3216	0
11900	Hidrossanitária > Hidráulica	Hidrossanitária > Hidráulica	0.9907	1	Hidrossanitária > Hidráulica	0.6157	1	Hidrossanitária > Hidráulica	0.1417	1	Hidrossanitária > Hidráulica	0.4921	1	Hidrossanitária > Hidráulica	1.0	1	Hidrossanitária > Hidráulica	0.8	1	Hidrossanitária > Hidráulica	0.8986	1
11901	Hidrossanitária > Hidráulica	Hidrossanitária > Hidráulica	0.9175	1	Hidrossanitária > Hidráulica	0.4598	1	Hidrossanitária > Hidráulica	0.082	1	Hidrossanitária > Hidráulica	0.3768	1	Hidrossanitária > Hidráulica	0.795	1	Hidrossanitária > Hidráulica	0.61	1	Hidrossanitária > Hidráulica	0.5488	1
11902	Estrutura Predial > Infiltração	Climatização > Ar condicionado	0.5677	0	Estrutura Predial > Infiltração	0.3349	1	Estrutura Predial > Infiltração	0.0493	1	Estrutura Predial > Infiltração	0.2626	1	Estrutura Predial > Infiltração	0.385	1	Estrutura Predial > Infiltração	0.58	1	Estrutura Predial > Infiltração	0.9145	1
11903	Estrutura Predial > Telhados, calhas, rufos, etc.	Climatização > Ar condicionado	0.5893	0	Estrutura Predial > Infiltração	0.2901	0	Estrutura Predial > Infiltração	0.0571	0	Estrutura Predial > Infiltração	0.2457	0	Estrutura Predial > Infiltração	0.235	0	Estrutura Predial > Infiltração	0.45	0	Estrutura Predial > Infiltração	0.8747	0
11904	Elétrica > Iluminação	Elétrica > Iluminação	0.2822	1	Elétrica > Iluminação	0.2217	1	Elétrica > Iluminação	0.0733	1	Elétrica > Iluminação	0.1792	1	Elétrica > Iluminação	0.6	1	Elétrica > Iluminação	0.46	1	Elétrica > Iluminação	0.5269	1
11905	Estrutura Predial > Esquadrias, porta, portão e janelas	Estrutura Predial > Esquadrias, porta, portão e janelas	0.7571	1	Estrutura Predial > Esquadrias, porta, portão e janelas	0.3722	1	Estrutura Predial > Esquadrias, porta, portão e janelas	0.094	1	Estrutura Predial > Esquadrias, porta, portão e janelas	0.3636	1	Estrutura Predial > Esquadrias, porta, portão e janelas	0.745	1	Estrutura Predial > Esquadrias, porta, portão e janelas	0.7	1	Estrutura Predial > Esquadrias, porta, portão e janelas	0.8838	1
11906	Estrutura Predial > Alvenaria / Pisos / Estrutura	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.4724	1	Outros > Outros	0.1204	0	Outros > Outros	0.0356	0	Outros > Outros	0.1219	0	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.255	1	Outros > Erro de chamado	0.195	0	Manutenção Preventiva > Telhados, calhas, rufos, etc.	0.1402	0
11907	Estrutura Predial > Forro	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.306	0	Estrutura Predial > Forro	0.8785	1	Estrutura Predial > Forro	0.1513	1	Estrutura Predial > Forro	0.5704	1	Estrutura Predial > Forro	0.755	1	Estrutura Predial > Forro	0.725	1	Estrutura Predial > Forro	0.9604	1
11908	Estrutura Predial > Infiltração	Climatização > Ar condicionado	0.3973	0	Estrutura Predial > Infiltração	0.1492	1	Estrutura Predial > Infiltração	0.0377	1	Estrutura Predial > Infiltração	0.1155	1	Climatização > Ar condicionado	0.515	0	Climatização > Ar condicionado	0.355	0	Climatização > Ar condicionado	0.5028	0
11909	Estrutura Predial > Telhados, calhas, rufos, etc.	Climatização > Ar condicionado	0.5559	0	Estrutura Predial > Infiltração	0.1869	0	Hidrossanitária > Hidráulica	0.0436	0	Hidrossanitária > Hidráulica	0.1953	0	Hidrossanitária > Hidráulica	0.6	0	Hidrossanitária > Hidráulica	0.47	0	Projetos e Reformas > Projeto	0.1602	0
11910	Estrutura Predial > Esquadrias, porta, portão e janelas	Estrutura Predial > Esquadrias, porta, portão e janelas	0.5544	1	Estrutura Predial > Esquadrias, porta, portão e janelas	0.3372	1	Estrutura Predial > Esquadrias, porta, portão e janelas	0.0714	1	Estrutura Predial > Esquadrias, porta, portão e janelas	0.3184	1	Estrutura Predial > Esquadrias, porta, portão e janelas	0.545	1	Estrutura Predial > Esquadrias, porta, portão e janelas	0.505	1	Estrutura Predial > Esquadrias, porta, portão e janelas	0.9777	1
11911	Climatização > Ar condicionado	Climatização > Ar condicionado	0.9958	1	Climatização > Ar condicionado	0.8688	1	Climatização > Ar condicionado	0.206	1	Climatização > Ar condicionado	0.7207	1	Climatização > Ar condicionado	1.0	1	Climatização > Ar condicionado	0.96	1	Climatização > Ar condicionado	0.9887	1
11912	Elétrica > Iluminação	Elétrica > Iluminação	0.4835	1	Elétrica > Iluminação	0.1904	1	Elétrica > Iluminação	0.0777	1	Elétrica > Iluminação	0.1453	1	Elétrica > Iluminação	0.94	1	Elétrica > Iluminação	0.58	1	Elétrica > Iluminação	0.8997	1
11913	Climatização > Ar condicionado	Climatização > Ar condicionado	0.9992	1	Climatização > Ar condicionado	0.8028	1	Climatização > Ar condicionado	0.1546	1	Climatização > Ar condicionado	0.7385	1	Climatização > Ar condicionado	1.0	1	Climatização > Ar condicionado	0.96	1	Climatização > Ar condicionado	0.9582	1
11914	Estrutura Predial > Forro	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.4445	0	Estrutura Predial > Forro	0.4906	1	Estrutura Predial > Forro	0.0825	1	Estrutura Predial > Forro	0.402	1	Estrutura Predial > Forro	0.36	1	Estrutura Predial > Forro	0.475	1	Estrutura Predial > Telhados, calhas, rufos, etc.	0.3546	0
11915	Elétrica > Instalações elétricas	Elétrica > Instalações elétricas	0.4067	1	Elétrica > Instalações elétricas	0.114	1	Elétrica > Instalações elétricas	0.0398	1	Elétrica > Instalações elétricas	0.0983	1	Elétrica > Instalações elétricas	0.335	1	Elétrica > Instalações elétricas	0.21	1	Elétrica > Instalações elétricas	0.3379	1
11916	Área Externa e Ambiental > Manutenção área externa / meio ambiente	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.5245	0	Área Externa e Ambiental > Manutenção área externa / meio ambiente	0.5549	1	Área Externa e Ambiental > Manutenção área externa / meio ambiente	0.0692	1	Área Externa e Ambiental > Manutenção área externa / meio ambiente	0.3985	1	Área Externa e Ambiental > Manutenção área externa / meio ambiente	0.5	1	Área Externa e Ambiental > Manutenção área externa / meio ambiente	0.69	1	Área Externa e Ambiental > Manutenção área externa / meio ambiente	0.2833	1
11917	Estrutura Predial > Esquadrias, porta, portão e janelas	Estrutura Predial > Esquadrias, porta, portão e janelas	0.7328	1	Estrutura Predial > Esquadrias, porta, portão e janelas	0.364	1	Estrutura Predial > Esquadrias, porta, portão e janelas	0.0609	1	Estrutura Predial > Esquadrias, porta, portão e janelas	0.3291	1	Estrutura Predial > Esquadrias, porta, portão e janelas	0.73	1	Estrutura Predial > Esquadrias, porta, portão e janelas	0.65	1	Área Externa e Ambiental > Manutenção área externa / meio ambiente	0.3032	0
11918	Estrutura Predial > Esquadrias, porta, portão e janelas	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.3591	0	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.072	0	Estrutura Predial > Esquadrias, porta, portão e janelas	0.04	1	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.0617	0	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.445	0	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.25	0	Estrutura Predial > Esquadrias, porta, portão e janelas	0.2256	1
11919	Estrutura Predial > Telhados, calhas, rufos, etc.	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.4628	0	Estrutura Predial > Telhados, calhas, rufos, etc.	0.4788	1	Estrutura Predial > Telhados, calhas, rufos, etc.	0.0775	1	Estrutura Predial > Telhados, calhas, rufos, etc.	0.38	1	Estrutura Predial > Telhados, calhas, rufos, etc.	0.76	1	Estrutura Predial > Telhados, calhas, rufos, etc.	0.635	1	Estrutura Predial > Telhados, calhas, rufos, etc.	0.6787	1
11920	Área Externa e Ambiental > Manutenção área externa / meio ambiente	Climatização > Ar condicionado	0.3353	0	Projetos e Reformas > Reforma	0.0647	0	Estrutura Predial > Esquadrias, porta, portão e janelas	0.0347	0	Projetos e Reformas > Reforma	0.0564	0	Climatização > Ar condicionado	0.345	0	Climatização > Ar condicionado	0.2467	0	Estrutura Predial > Esquadrias, porta, portão e janelas	0.5412	0
11921	Hidrossanitária > Hidráulica	Hidrossanitária > Hidráulica	0.9416	1	Hidrossanitária > Hidráulica	0.4984	1	Hidrossanitária > Hidráulica	0.1435	1	Hidrossanitária > Hidráulica	0.3991	1	Hidrossanitária > Hidráulica	0.84	1	Hidrossanitária > Hidráulica	0.595	1	Hidrossanitária > Hidráulica	0.9401	1
11922	Climatização > Ar condicionado	Climatização > Ar condicionado	0.9847	1	Climatização > Ar condicionado	0.8877	1	Climatização > Ar condicionado	0.1739	1	Climatização > Ar condicionado	0.7241	1	Climatização > Ar condicionado	0.95	1	Climatização > Ar condicionado	0.89	1	Climatização > Ar condicionado	0.9645	1
11923	Estrutura Predial > Alvenaria / Pisos / Estrutura	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.3515	1	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.0754	1	Manutenção Preventiva > Aplicação cupinicida	0.0301	0	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.069	1	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.45	1	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.175	1	Instalação de Acessórios e Mobiliário > Mobiliário	0.1099	0
11924	Hidrossanitária > Hidráulica	Hidrossanitária > Hidráulica	0.9762	1	Hidrossanitária > Hidráulica	0.6552	1	Hidrossanitária > Hidráulica	0.1756	1	Hidrossanitária > Hidráulica	0.552	1	Hidrossanitária > Hidráulica	0.92	1	Hidrossanitária > Hidráulica	0.845	1	Hidrossanitária > Hidráulica	0.6076	1
11925	Estrutura Predial > Infiltração	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.3121	0	Estrutura Predial > Infiltração	0.4218	1	Estrutura Predial > Infiltração	0.0769	1	Estrutura Predial > Infiltração	0.3395	1	Estrutura Predial > Infiltração	0.405	1	Estrutura Predial > Infiltração	0.385	1	Estrutura Predial > Infiltração	0.9068	1
11926	Manutenção Preventiva > Vistoria em Instalações	Manutenção Preventiva > Vistoria em Instalações	0.8747	1	Manutenção Preventiva > Vistoria em Instalações	0.5731	1	Manutenção Preventiva > Vistoria em Instalações	0.1199	1	Manutenção Preventiva > Vistoria em Instalações	0.4496	1	Manutenção Preventiva > Vistoria em Instalações	1.0	1	Manutenção Preventiva > Vistoria em Instalações	1.0	1	Manutenção Preventiva > Vistoria em Instalações	0.9831	1
11927	Manutenção Preventiva > Vistoria em Instalações	Manutenção Preventiva > Vistoria em Instalações	0.9128	1	Manutenção Preventiva > Vistoria em Instalações	0.6089	1	Manutenção Preventiva > Vistoria em Instalações	0.1228	1	Manutenção Preventiva > Vistoria em Instalações	0.4643	1	Manutenção Preventiva > Vistoria em Instalações	1.0	1	Manutenção Preventiva > Vistoria em Instalações	1.0	1	Manutenção Preventiva > Vistoria em Instalações	0.7513	1
11928	Manutenção Preventiva > Vistoria em Instalações	Manutenção Preventiva > Vistoria em Instalações	0.908	1	Manutenção Preventiva > Vistoria em Instalações	0.5932	1	Manutenção Preventiva > Vistoria em Instalações	0.1201	1	Manutenção Preventiva > Vistoria em Instalações	0.4583	1	Manutenção Preventiva > Vistoria em Instalações	1.0	1	Manutenção Preventiva > Vistoria em Instalações	1.0	1	Manutenção Preventiva > Vistoria em Instalações	0.9769	1
11929	Manutenção Preventiva > Vistoria em Instalações	Manutenção Preventiva > Vistoria em Instalações	0.9607	1	Manutenção Preventiva > Vistoria em Instalações	0.6177	1	Manutenção Preventiva > Vistoria em Instalações	0.1132	1	Manutenção Preventiva > Vistoria em Instalações	0.4714	1	Manutenção Preventiva > Vistoria em Instalações	0.84	1	Manutenção Preventiva > Vistoria em Instalações	0.85	1	Manutenção Preventiva > Vistoria em Instalações	0.8485	1
